# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 1200, i.e. number of multipoles equal to 1199
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for galaxy lensing (lens[i]), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:dens[1]-dens[1]        3:dens[1]-dens[2]        4:dens[2]-dens[2]        5:lens[1]-lens[1]        6:lens[1]-lens[2]        7:lens[2]-lens[2]        8:dens[1]-lens[1]        9:dens[1]-lens[2]       10:dens[2]-lens[1]       11:dens[2]-lens[2]    
  128       7.761645435715e-03       0.000000000000e+00       5.189834624705e-03       1.356915675655e-13       1.863177248492e-13       3.086402083495e-13       2.640673625155e-09       1.926711739419e-08       0.000000000000e+00       1.140090746735e-09 
  129       7.830302643984e-03      -2.963583148312e-23       5.237912192814e-03       1.319234535653e-13       1.811908776364e-13       3.004455043726e-13       2.620143169344e-09       1.913498632426e-08       8.777245208790e-26       1.133264350562e-09 
  130       7.897765222344e-03      -5.309160127707e-23       5.286472766658e-03       1.282735167390e-13       1.762227229895e-13       2.924924208123e-13       2.599336199937e-09       1.900136052093e-08       1.572414133889e-25       1.126605685380e-09 
  131       7.963993274007e-03      -7.070628442742e-23       5.335511279695e-03       1.247414020132e-13       1.714128760286e-13       2.847807225348e-13       2.578269587982e-09       1.886631571010e-08       2.094108264097e-25       1.120114284192e-09 
  132       8.028946679078e-03      -8.285391592340e-23       5.385021221135e-03       1.213262602470e-13       1.667602893612e-13       2.773091594745e-13       2.556959795301e-09       1.872992140584e-08       2.453884707039e-25       1.113788512081e-09 
  133       8.092585097040e-03      -8.994434945121e-23       5.434994596866e-03       1.180267350808e-13       1.622632353917e-13       2.700754393001e-13       2.535422849137e-09       1.859224066458e-08       2.663882100720e-25       1.107625533499e-09 
  134       8.154867969247e-03      -9.242401614744e-23       5.485421890380e-03       1.148409497844e-13       1.579192886309e-13       2.630762000796e-13       2.513674316786e-09       1.845332983928e-08       2.737322397616e-25       1.101621279560e-09 
  135       8.215754521410e-03      -9.077668335234e-23       5.536292023710e-03       1.117664941050e-13       1.537253080059e-13       2.563069829461e-13       2.491729280239e-09       1.831323833367e-08       2.688533336674e-25       1.095770415322e-09 
  136       8.275203766092e-03      -8.552421336320e-23       5.587592318351e-03       1.088004111158e-13       1.496774191688e-13       2.497622047633e-13       2.469602310818e-09       1.817200835639e-08       2.532970915309e-25       1.090066307080e-09 
  137       8.333174505191e-03      -7.722732218768e-23       5.639308456189e-03       1.059391840638e-13       1.457709968073e-13       2.434351307909e-13       2.447307443817e-09       1.802967467520e-08       2.287241861412e-25       1.084500989651e-09 
  138       8.389625332433e-03      -6.648633829717e-23       5.691424440434e-03       1.031787232186e-13       1.420006469533e-13       2.373178473502e-13       2.424858153139e-09       1.788626437118e-08       1.969126105340e-25       1.079065133664e-09 
  139       8.444514635862e-03      -5.394196138012e-23       5.743922556546e-03       1.005143527200e-13       1.383601892930e-13       2.314012344896e-13       2.402267325935e-09       1.774179659288e-08       1.597599251926e-25       1.073748012851e-09 
  140       8.497800600327e-03      -4.027602109538e-23       5.796783333163e-03       9.794079742679e-14       1.348426394760e-13       2.256749386499e-13       2.379547237240e-09       1.759628231057e-08       1.192855052472e-25       1.068537471329e-09 
  141       8.549441209975e-03      -2.621223582557e-23       5.849985503030e-03       9.545216976459e-14       1.314401914251e-13       2.201273453303e-13       2.356709524617e-09       1.744972407036e-08       7.763278767551e-26       1.063419890893e-09 
  142       8.599394250736e-03      -1.251697143040e-23       5.903505963927e-03       9.304195657431e-14       1.281441996459e-13       2.147455517533e-13       2.333765162789e-09       1.730211574844e-08       3.707151850238e-26       1.058380158306e-09 
  143       8.647617312816e-03       0.000000000000e+00       5.957319739601e-03       9.070300596031e-14       1.249451615360e-13       2.095153395308e-13       2.310724438282e-09       1.715344230525e-08       0.000000000000e+00       1.053401632580e-09 
  144       8.694076557030e-03       1.064607819143e-23       6.011402818358e-03       8.842892296380e-14       1.218345772036e-13       2.044240000006e-13       2.287598956007e-09       1.700370569664e-08      -3.153049336623e-26       1.048469563687e-09 
  145       8.738773982587e-03       1.934701264266e-23       6.065741066736e-03       8.621843942284e-14       1.188107729158e-13       1.994691818705e-13       2.264407935500e-09       1.685300600530e-08      -5.730005386177e-26       1.043581797581e-09 
  146       8.781722864789e-03       2.619392176752e-23       6.120322124423e-03       8.407145192671e-14       1.158736208084e-13       1.946508679324e-13       2.241172490084e-09       1.670146787775e-08      -7.757854692363e-26       1.038739069274e-09 
  147       8.822939284968e-03       3.128655978151e-23       6.175132583160e-03       8.198764666487e-14       1.130227060899e-13       1.899685898725e-13       2.217913637103e-09       1.654921499099e-08      -9.266141464536e-26       1.033941633428e-09 
  148       8.862442183339e-03       3.473348517133e-23       6.230157964212e-03       7.996649437185e-14       1.102573201417e-13       1.854214173316e-13       2.194652284234e-09       1.639636995696e-08      -1.028701747337e-25       1.029189251475e-09 
  149       8.900253411859e-03       3.665222916462e-23       6.285382695829e-03       7.800724527224e-14       1.075764536178e-13       1.810079469648e-13       2.171409215809e-09       1.624305422712e-08      -1.085529194650e-25       1.024481178747e-09 
  150       8.936397787081e-03       3.716946419954e-23       6.340790090720e-03       7.610892402558e-14       1.049787895443e-13       1.767262915020e-13       2.148205079125e-09       1.608938799692e-08      -1.100848146422e-25       1.019816151596e-09 
  151       8.970903143013e-03       3.642117239445e-23       6.396362323515e-03       7.427032467129e-14       1.024626964198e-13       1.725740688079e-13       2.125060370765e-09       1.593549011034e-08      -1.078685985510e-25       1.015192374518e-09 
  152       9.003800383970e-03       3.455281401754e-23       6.452080408232e-03       7.249000557364e-14       1.000262213145e-13       1.685483909424e-13       2.101995422912e-09       1.578147796439e-08      -1.023350809166e-25       1.010607507279e-09 
  153       9.035123537437e-03       3.171949595646e-23       6.507924175748e-03       7.076628436664e-14       9.766708297070e-14       1.646458532206e-13       2.079030389665e-09       1.562746741364e-08      -9.394364186057e-26       1.006058652038e-09 
  154       9.064909806920e-03       2.808614018799e-23       6.563872251259e-03       6.909723289899e-14       9.538266490197e-14       1.608625232731e-13       2.056185233358e-09       1.547357267473e-08      -8.318273085702e-26       1.001542340472e-09 
  155       9.093199624804e-03       2.382765224767e-23       6.619902031756e-03       6.748067217902e-14       9.317000849339e-14       1.571939301059e-13       2.033479710873e-09       1.531990623090e-08      -7.057036568947e-26       9.970545208960e-10 
  156       9.120036705210e-03       1.912908969942e-23       6.675989663483e-03       6.591416731959e-14       9.102580610117e-14       1.536350531609e-13       2.010933359959e-09       1.516657873647e-08      -5.665463140738e-26       9.925905453944e-10 
  157       9.145468096850e-03       1.418583060523e-23       6.732110019408e-03       6.439502248307e-14       8.894639415248e-14       1.501803113760e-13       1.988565485547e-09       1.501369892140e-08      -4.201417928273e-26       9.881451569388e-10 
  158       9.169544235885e-03       9.203741994771e-24       6.788236676691e-03       6.292027582622e-14       8.692774624525e-14       1.468235522451e-13       1.966395146066e-09       1.486137349578e-08      -2.725872576666e-26       9.837124765146e-10 
  159       9.192318998782e-03       4.399348335036e-24       6.844341894149e-03       6.148669444517e-14       8.496546624800e-14       1.435580408784e-13       1.944441139760e-09       1.470970705437e-08      -1.302955144602e-26       9.792859902448e-10 
  160       9.213849755167e-03       0.000000000000e+00       6.900396589722e-03       6.009076932030e-14       8.305478139959e-14       1.403764490627e-13       1.922721991003e-09       1.455880198107e-08       0.000000000000e+00       9.748585365139e-10 
  161       9.234195174793e-03      -3.800877427953e-24       6.956371051706e-03       5.872939052078e-14       8.119146001375e-14       1.372722793746e-13       1.901255169637e-09       1.440875904499e-08       1.125705995889e-26       9.704236942364e-10 
  162       9.253408319528e-03      -6.982836209723e-24       7.012237190420e-03       5.740195053167e-14       7.937467027908e-14       1.342443020152e-13       1.880054700126e-09       1.425967944817e-08       2.068106835486e-26       9.659801126586e-10 
  163       9.271543038647e-03      -9.571385504836e-24       7.067966443522e-03       5.610841813447e-14       7.760436225994e-14       1.312924912556e-13       1.859133313835e-09       1.411166277727e-08       2.834757567428e-26       9.615275416275e-10 
  164       9.288656201962e-03      -1.159421607183e-23       7.123529041149e-03       5.484867296674e-14       7.588036340436e-14       1.284166213694e-13       1.838503179922e-09       1.396480623683e-08       3.433859364605e-26       9.570654585051e-10 
  165       9.304807742345e-03      -1.308123846607e-23       7.178893986760e-03       5.362250359675e-14       7.420237589788e-14       1.256162622958e-13       1.818175888120e-09       1.381920455690e-08       3.874270837204e-26       9.525930617399e-10 
  166       9.320060698255e-03      -1.406462123753e-23       7.234029037980e-03       5.242960559824e-14       7.256997401733e-14       1.228907753017e-13       1.798162431531e-09       1.367494990082e-08       4.165519345757e-26       9.481092644365e-10 
  167       9.334481256257e-03      -1.457882912859e-23       7.288900687442e-03       5.126957962512e-14       7.098260148461e-14       1.202393086450e-13       1.778473189411e-09       1.353213177284e-08       4.317812314175e-26       9.436126879267e-10 
  168       9.348138793547e-03      -1.466066127184e-23       7.343474143628e-03       5.014192948619e-14       6.943956882050e-14       1.176607932367e-13       1.759117909955e-09       1.339083692587e-08       4.342048542800e-26       9.391016553400e-10 
  169       9.361105920478e-03      -1.434928938789e-23       7.397713311716e-03       4.904606021988e-14       6.794005069840e-14       1.151539383041e-13       1.740105693088e-09       1.325114926918e-08       4.249829521441e-26       9.345741851739e-10 
  170       9.373458523078e-03      -1.368629598315e-23       7.451580774419e-03       4.798127616894e-14       6.648308329822e-14       1.127172270530e-13       1.721444973251e-09       1.311314977605e-08       4.053470742421e-26       9.300279848647e-10 
  171       9.385275805580e-03      -1.271571254761e-23       7.505037772831e-03       4.694677905519e-14       6.506756166007e-14       1.103489123307e-13       1.703143502190e-09       1.297691639151e-08       3.766013013620e-26       9.254604443581e-10 
  172       9.396640332937e-03      -1.148405775269e-23       7.558044187265e-03       4.594166605421e-14       6.369223703811e-14       1.080470122884e-13       1.685208331740e-09       1.284252394004e-08       3.401233771514e-26       9.208686296794e-10 
  173       9.407638073353e-03      -1.004037564900e-23       7.610558518103e-03       4.496492787009e-14       6.235571425433e-14       1.058093060443e-13       1.667645796617e-09       1.271004403323e-08       2.973658394224e-26       9.162492765045e-10 
  174       9.418358440803e-03      -8.436273864115e-24       7.662537866632e-03       4.401544681015e-14       6.105644905234e-14       1.036333293459e-13       1.650461497201e-09       1.257954497751e-08       2.498571514554e-26       9.115987837299e-10 
  175       9.428894337556e-03      -6.725961800443e-24       7.713937915891e-03       4.309199485962e-14       5.979274545114e-14       1.015163702326e-13       1.633660282328e-09       1.245109168186e-08       1.992028333035e-26       9.069132070441e-10 
  176       9.439342196698e-03      -4.966288832957e-24       7.764712911511e-03       4.219323175640e-14       5.856275309895e-14       9.945546469888e-14       1.617246232074e-09       1.232474556546e-08       1.470865930972e-26       9.021882524971e-10 
  177       9.449802024659e-03      -3.216782507024e-24       7.814815642561e-03       4.131770306577e-14       5.736446462700e-14       9.744739235644e-14       1.601222640545e-09       1.220056446543e-08       9.527145834790e-27       8.974192700718e-10 
